"adshex","reg","name","name2","type","squawk","latitude","longitude","altitude","heading","timestamp","loc_timestamp","loc_date"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.517613,-81.698488,3900,258.1,"2016-07-19 00:21:22","2016-07-18 20:21:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.508303,-81.71452,3875,231.3,"2016-07-19 00:22:22","2016-07-18 20:22:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.492382,-81.720269,4125,185.1,"2016-07-19 00:23:22","2016-07-18 20:23:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.464823,-81.703981,4100,153.4,"2016-07-19 00:24:23","2016-07-18 20:24:23","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.464078,-81.675429,4050,117.2,"2016-07-19 00:25:19","2016-07-18 20:25:19","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.470921,-81.653776,3875,84.2,"2016-07-19 00:26:15","2016-07-18 20:26:15","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.499877,-81.659525,3375,346.8,"2016-07-19 00:27:21","2016-07-18 20:27:21","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.516217,-81.675812,3625,326.1,"2016-07-19 00:28:18","2016-07-18 20:28:18","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.524503,-81.691973,3600,306.9,"2016-07-19 00:29:22","2016-07-18 20:29:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.506813,-81.708899,3600,225,"2016-07-19 00:30:18","2016-07-18 20:30:18","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.492708,-81.711518,3600,175.4,"2016-07-19 00:31:17","2016-07-18 20:31:17","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.478323,-81.685905,3550,119.2,"2016-07-19 00:32:22","2016-07-18 20:32:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.49308,-81.665401,3575,51.5,"2016-07-19 00:33:21","2016-07-18 20:33:21","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.507605,-81.678495,3650,326.6,"2016-07-19 00:34:20","2016-07-18 20:34:20","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.50821,-81.698488,3600,271.1,"2016-07-19 00:35:21","2016-07-18 20:35:21","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.493918,-81.706472,3600,202.7,"2016-07-19 00:36:20","2016-07-18 20:36:20","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.474785,-81.692292,3675,140.9,"2016-07-19 00:37:21","2016-07-18 20:37:21","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.478184,-81.663293,3600,83.7,"2016-07-19 00:38:20","2016-07-18 20:38:20","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.496106,-81.657608,3575,10,"2016-07-19 00:39:17","2016-07-18 20:39:17","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.515379,-81.668978,3600,341.3,"2016-07-19 00:40:20","2016-07-18 20:40:20","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.523013,-81.685585,3600,307.3,"2016-07-19 00:41:22","2016-07-18 20:41:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.505184,-81.699701,3600,220.5,"2016-07-19 00:42:17","2016-07-18 20:42:17","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.481815,-81.701809,3700,177.6,"2016-07-19 00:43:18","2016-07-18 20:43:18","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.47972,-81.67313,3575,84,"2016-07-19 00:44:22","2016-07-18 20:44:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.499504,-81.677409,2875,346.2,"2016-07-19 00:45:22","2016-07-18 20:45:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.503508,-81.703087,3750,284.2,"2016-07-19 00:46:22","2016-07-18 20:46:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.502111,-81.704811,3550,241.6,"2016-07-19 00:47:21","2016-07-18 20:47:21","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.485818,-81.721482,3700,210.8,"2016-07-19 00:47:22","2016-07-18 20:47:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.488378,-81.713881,3575,194.6,"2016-07-19 00:48:18","2016-07-18 20:48:18","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.474599,-81.737579,3575,230.2,"2016-07-19 00:48:20","2016-07-18 20:48:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.480604,-81.676004,3650,106.9,"2016-07-19 00:49:21","2016-07-18 20:49:21","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.500808,-81.726528,3600,31.8,"2016-07-19 00:49:22","2016-07-18 20:49:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.52441,-81.700915,2700,43.2,"2016-07-19 00:50:21","2016-07-18 20:50:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.49741,-81.658886,3550,36.3,"2016-07-19 00:50:21","2016-07-18 20:50:21","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.540098,-81.668211,2675,54.3,"2016-07-19 00:51:18","2016-07-18 20:51:18","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.507791,-81.6799,3650,296.6,"2016-07-19 00:51:20","2016-07-18 20:51:20","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.547919,-81.642406,2100,62.6,"2016-07-19 00:52:00","2016-07-18 20:52:00","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.49848,-81.702512,3525,239.9,"2016-07-19 00:52:22","2016-07-18 20:52:22","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.553598,-81.619412,1600,73.5,"2016-07-19 00:52:38","2016-07-18 20:52:38","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.553598,-81.619412,1500,73.5,"2016-07-19 00:52:38","2016-07-18 20:52:38","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.553598,-81.619412,1400,73.5,"2016-07-19 00:52:38","2016-07-18 20:52:38","2016-07-18"
"A94AEA","N6981A","DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4402",41.553598,-81.619412,1300,73.5,"2016-07-19 00:52:38","2016-07-18 20:52:38","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.483723,-81.677409,3725,120.3,"2016-07-19 00:53:21","2016-07-18 20:53:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.503508,-81.674918,3675,343.9,"2016-07-19 00:54:22","2016-07-18 20:54:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.504579,-81.696699,3675,280.8,"2016-07-19 00:55:22","2016-07-18 20:55:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.484422,-81.674918,3475,129.4,"2016-07-19 00:56:21","2016-07-18 20:56:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.502111,-81.663932,3425,7.1,"2016-07-19 00:57:19","2016-07-18 20:57:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.508815,-81.692995,3725,285.4,"2016-07-19 00:58:21","2016-07-18 20:58:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.494198,-81.700276,3650,191.3,"2016-07-19 00:59:17","2016-07-18 20:59:17","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.48768,-81.665209,3575,104,"2016-07-19 01:00:23","2016-07-18 21:00:23","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.505696,-81.679006,3700,312.8,"2016-07-19 01:01:19","2016-07-18 21:01:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.503415,-81.693186,3450,271.5,"2016-07-19 01:02:18","2016-07-18 21:02:18","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.510677,-81.691525,3625,33.7,"2016-07-19 01:03:19","2016-07-18 21:03:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.499598,-81.672299,3550,148.6,"2016-07-19 01:04:21","2016-07-18 21:04:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.492103,-81.689226,3700,233.6,"2016-07-19 01:05:18","2016-07-18 21:05:18","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.50551,-81.699893,3575,334.7,"2016-07-19 01:06:20","2016-07-18 21:06:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.513005,-81.680092,3600,65,"2016-07-19 01:07:21","2016-07-18 21:07:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.498201,-81.677729,3650,182.9,"2016-07-19 01:08:22","2016-07-18 21:08:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.490706,-81.694911,3400,239.7,"2016-07-19 01:09:17","2016-07-18 21:09:17","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.50402,-81.682583,3600,63.4,"2016-07-19 01:10:23","2016-07-18 21:10:23","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.500715,-81.678304,3725,135,"2016-07-19 01:11:20","2016-07-18 21:11:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.500622,-81.690184,2900,254.5,"2016-07-19 01:12:20","2016-07-18 21:12:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.501786,-81.677409,3600,106.5,"2016-07-19 01:13:22","2016-07-18 21:13:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.492522,-81.679006,3675,205.6,"2016-07-19 01:14:20","2016-07-18 21:14:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.496618,-81.695102,3600,285.7,"2016-07-19 01:15:21","2016-07-18 21:15:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.503182,-81.679006,3600,74.1,"2016-07-19 01:16:19","2016-07-18 21:16:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.490985,-81.678815,3575,187.9,"2016-07-19 01:17:21","2016-07-18 21:17:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.492522,-81.695677,3750,263.7,"2016-07-19 01:18:19","2016-07-18 21:18:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.503322,-81.685905,3575,55.9,"2016-07-19 01:19:22","2016-07-18 21:19:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.491777,-81.683413,3525,180,"2016-07-19 01:20:22","2016-07-18 21:20:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.497689,-81.694272,3750,308.7,"2016-07-19 01:21:22","2016-07-18 21:21:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.498387,-81.675876,3650,104.4,"2016-07-19 01:22:21","2016-07-18 21:22:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.490985,-81.688587,3600,235.6,"2016-07-19 01:23:16","2016-07-18 21:23:16","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.498108,-81.696188,3725,329,"2016-07-19 01:24:21","2016-07-18 21:24:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.498899,-81.674918,3550,97.4,"2016-07-19 01:25:15","2016-07-18 21:25:15","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.493499,-81.694208,3775,265,"2016-07-19 01:26:20","2016-07-18 21:26:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.504811,-81.68137,3575,57.3,"2016-07-19 01:27:17","2016-07-18 21:27:17","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.48931,-81.684883,3600,215.1,"2016-07-19 01:28:22","2016-07-18 21:28:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.49848,-81.69408,3700,333.4,"2016-07-19 01:29:22","2016-07-18 21:29:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.497689,-81.673577,3550,114.6,"2016-07-19 01:30:20","2016-07-18 21:30:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.48768,-81.695805,3700,239.7,"2016-07-19 01:31:21","2016-07-18 21:31:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.505882,-81.687501,3650,42.6,"2016-07-19 01:32:20","2016-07-18 21:32:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.494616,-81.676771,3550,154.8,"2016-07-19 01:33:17","2016-07-18 21:33:17","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.490613,-81.697785,3725,256.6,"2016-07-19 01:34:20","2016-07-18 21:34:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.50118,-81.674407,3675,79.3,"2016-07-19 01:35:19","2016-07-18 21:35:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.488611,-81.69012,3750,242.4,"2016-07-19 01:36:22","2016-07-18 21:36:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.503182,-81.690312,3725,20.1,"2016-07-19 01:37:16","2016-07-18 21:37:16","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.491218,-81.675429,3650,151.5,"2016-07-19 01:38:21","2016-07-18 21:38:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.493918,-81.69721,3600,274.3,"2016-07-19 01:39:19","2016-07-18 21:39:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.509094,-81.678623,3700,56.1,"2016-07-19 01:40:21","2016-07-18 21:40:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.488797,-81.684883,3650,208.9,"2016-07-19 01:41:20","2016-07-18 21:41:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.496804,-81.698871,3600,312.9,"2016-07-19 01:42:22","2016-07-18 21:42:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.496479,-81.674918,3525,102.8,"2016-07-19 01:43:19","2016-07-18 21:43:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.492103,-81.692292,3675,253.5,"2016-07-19 01:44:19","2016-07-18 21:44:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.504113,-81.691589,3625,31,"2016-07-19 01:45:17","2016-07-18 21:45:17","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.492708,-81.674727,3525,157.2,"2016-07-19 01:46:13","2016-07-18 21:46:13","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.498899,-81.693506,3600,302.7,"2016-07-19 01:47:22","2016-07-18 21:47:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.49592,-81.67428,3600,125.2,"2016-07-19 01:48:17","2016-07-18 21:48:17","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.495819,-81.696084,3700,293,"2016-07-19 01:49:21","2016-07-18 21:49:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.499784,-81.673321,3675,90,"2016-07-19 01:50:21","2016-07-18 21:50:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.491497,-81.689801,3600,240.6,"2016-07-19 01:51:21","2016-07-18 21:51:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.502577,-81.688971,3700,43.6,"2016-07-19 01:52:21","2016-07-18 21:52:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.488192,-81.680284,3475,176.4,"2016-07-19 01:53:21","2016-07-18 21:53:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.500296,-81.69721,3700,321.3,"2016-07-19 01:54:22","2016-07-18 21:54:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.493499,-81.674599,3575,136.5,"2016-07-19 01:55:22","2016-07-18 21:55:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.493313,-81.699829,3650,262,"2016-07-19 01:56:20","2016-07-18 21:56:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.504579,-81.677984,3700,73,"2016-07-19 01:57:21","2016-07-18 21:57:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.488797,-81.689801,3600,228.7,"2016-07-19 01:58:20","2016-07-18 21:58:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.506115,-81.684308,3675,40.7,"2016-07-19 01:59:21","2016-07-18 21:59:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.487587,-81.685905,3600,215.8,"2016-07-19 02:00:20","2016-07-18 22:00:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.503694,-81.687501,3700,30.1,"2016-07-19 02:01:20","2016-07-18 22:01:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.487494,-81.677729,3650,176.2,"2016-07-19 02:02:18","2016-07-18 22:02:18","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.493313,-81.698424,3675,290,"2016-07-19 02:03:20","2016-07-18 22:03:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.499318,-81.671788,3725,105.2,"2016-07-19 02:04:21","2016-07-18 22:04:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.485911,-81.690887,3675,231.8,"2016-07-19 02:05:22","2016-07-18 22:05:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.485585,-81.700723,3700,245.3,"2016-07-19 02:05:32","2016-07-18 22:05:32","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.485585,-81.700723,3300,245.3,"2016-07-19 02:05:32","2016-07-18 22:05:32","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.485585,-81.700723,3400,245.3,"2016-07-19 02:05:32","2016-07-18 22:05:32","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.498201,-81.700723,3750,330.3,"2016-07-19 02:11:21","2016-07-18 22:11:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.506301,-81.673705,3650,81.4,"2016-07-19 02:12:20","2016-07-18 22:12:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.486703,-81.673577,3550,189.5,"2016-07-19 02:13:21","2016-07-18 22:13:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.48782,-81.697019,3725,260,"2016-07-19 02:14:19","2016-07-18 22:14:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.507884,-81.691078,3725,28,"2016-07-19 02:15:20","2016-07-18 22:15:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.498713,-81.669681,3700,137.6,"2016-07-19 02:16:22","2016-07-18 22:16:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.49201,-81.699574,3750,255.1,"2016-07-19 02:17:20","2016-07-18 22:17:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.506622,-81.682601,3400,16.1,"2016-07-19 02:18:22","2016-07-18 22:18:22","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.496618,-81.676515,3575,191.3,"2016-07-19 02:19:18","2016-07-18 22:19:18","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.498108,-81.695997,3725,273.5,"2016-07-19 02:20:19","2016-07-18 22:20:19","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.506813,-81.682008,3675,45,"2016-07-19 02:21:20","2016-07-18 22:21:20","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.487215,-81.694911,3650,220.3,"2016-07-19 02:22:21","2016-07-18 22:22:21","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.500808,-81.696124,3550,38.9,"2016-07-19 02:23:18","2016-07-18 22:23:18","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.502577,-81.67281,3700,104.3,"2016-07-19 02:24:12","2016-07-18 22:24:12","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.489915,-81.696572,3400,235.6,"2016-07-19 02:25:23","2016-07-18 22:25:23","2016-07-18"
"AA2183","N752AM","US DEPARTMENT OF HOMELAND SECURITY","Department of Homeland Security","AS50","4401",41.504905,-81.694272,3725,16.2,"2016-07-19 02:26:21","2016-07-18 22:26:21","2016-07-18"
